30240000	0.229973	0.00851459	0.434158	-0.00393986	0.00761726	0.00309155	0.004	0.0435779	0.0365802	-9.76851	0.004
30244000	0.229973	0.00851459	0.434158	0.00880661	0.00477559	-0.00776657	0.004	0.0268357	0.0378223	-9.81712	0.004
30248000	0.216891	0.0183626	0.431318	-0.00195216	0.00341024	0.00166458	0.004	0.00130441	0.0299082	-9.83296	0.004
30252000	0.216891	0.0183626	0.431318	-2.68937e-05	0.00880249	0.000748422	0.004	0.0375746	0.0304697	-9.81659	0.004
30256000	0.216891	0.0183626	0.431318	0.00201896	0.00176613	-0.00203132	0.004	0.00653631	0.0341794	-9.78349	0.004
30260000	0.211348	0.00575975	0.42278	0.00219008	0.00217103	-0.0192097	0.004	-0.0123583	-0.0182276	-9.76422	0.004
30264000	0.211348	0.00575975	0.42278	-0.0858782	-0.270422	-0.000566417	0.004	0.0296319	0.0402703	-13.3635	0.004
30268000	0.209462	0.0113574	0.434404	-0.162684	-0.460159	0.00806514	0.004	0.0508268	0.031483	-14.8538	0.004
30272000	0.209462	0.0113574	0.434404	-0.249717	-0.669864	0.0165021	0.004	0.0614212	0.0472948	-15.498	0.004
30276000	0.209462	0.0113574	0.434404	-0.327905	-0.887444	0.014366	0.004	-0.0429267	0.0565485	-15.7913	0.004
30280000	0.219232	0.005555	0.425043	-0.396432	-1.07363	0.0112216	0.004	-0.106934	0.0433191	-16.2282	0.004
30284000	0.219232	0.005555	0.425043	-0.45446	-1.24184	0.0237718	0.004	-0.149458	0.0455654	-16.6852	0.004
30288000	0.227135	-0.00230963	0.423583	-0.482843	-1.31896	0.0310736	0.004	-0.179167	0.0270106	-16.8485	0.004
30292000	0.227135	-0.00230963	0.423583	-0.534301	-1.4104	0.0221062	0.004	-0.131418	0.0319566	-17.0224	0.004
30296000	0.227135	-0.00230963	0.423583	-0.592947	-1.50411	0.00739881	0.004	-0.0987663	0.0116855	-17.177	0.004
30300000	0.222514	0.00594177	0.426189	-0.600122	-1.50638	0.0016399	0.004	-0.113957	-0.0140015	-17.1577	0.004
30304000	0.222514	0.00594177	0.426189	-0.631809	-1.48969	0.015101	0.004	-0.0835097	-0.0845165	-17.2372	0.004
30308000	0.240822	0.00278428	0.41405	-0.626932	-1.39896	0.014918	0.004	-0.0832138	0.00524914	-17.1372	0.004
30312000	0.240822	0.00278428	0.41405	-0.622056	-1.30824	0.0147182	0.004	-0.0824048	0.0950159	-17.0372	0.004
30316000	0.240822	0.00278428	0.41405	-0.600149	-1.12436	0.028066	0.004	-0.0871212	-0.0491082	-17.0774	0.004
30320000	0.242666	-0.00679104	0.421519	-0.581922	-1.0368	0.0266991	0.004	-0.0591852	-0.0281234	-17.0045	0.004
30324000	0.242666	-0.00679104	0.421519	-0.543222	-0.859324	0.0349482	0.004	-0.0537762	0.0255342	-16.8069	0.004
30328000	0.241816	0.00138646	0.423062	-0.491996	-0.533089	0.0390889	0.004	-0.0381675	0.073701	-16.522	0.004
30332000	0.241816	0.00138646	0.423062	-0.433756	-0.318938	0.0450201	0.004	-0.0271762	0.0916695	-16.4785	0.004
30336000	0.241816	0.00138646	0.423062	-0.375508	-0.104791	0.0510008	0.004	-0.0163856	0.109757	-16.4351	0.004
30340000	0.243058	-0.00132082	0.407644	-0.312446	0.0813165	0.0394221	0.004	-0.0261576	0.0550904	-16.5237	0.004
30344000	0.243058	-0.00132082	0.407644	-0.224988	0.329361	0.0377012	0.004	0.00655221	-0.0107711	-16.6014	0.004
30348000	0.239961	-0.00825063	0.417459	-0.200598	0.391297	0.0475168	0.004	0.0484281	-0.0218634	-16.5904	0.004
30352000	0.239961	-0.00825063	0.417459	-0.152169	0.475504	0.0467778	0.004	0.0264661	0.0327272	-16.5906	0.004
30356000	0.239961	-0.00825063	0.417459	-0.103738	0.559709	0.0460628	0.004	0.00390173	0.0870717	-16.5908	0.004
30360000	0.246565	-0.00219429	0.406422	-0.0813209	0.576303	0.0409489	0.004	0.0449313	0.0702175	-16.6191	0.004
30364000	0.246565	-0.00219429	0.406422	-0.0467037	0.565038	0.0460638	0.004	0.0732074	0.0382925	-16.6263	0.004
30368000	0.241574	-0.00477101	0.424334	-0.00155909	0.472509	0.0606799	0.004	0.127866	0.014609	-16.4773	0.004
30372000	0.241574	-0.00477101	0.424334	0.012842	0.40756	0.0564221	0.004	0.0814209	0.0253531	-16.454	0.004
30376000	0.241574	-0.00477101	0.424334	0.0434519	0.23412	0.0419957	0.004	0.017565	-0.0025553	-16.4147	0.004
30380000	0.234061	-0.00828779	0.409966	0.0479469	0.162905	0.03935	0.004	0.0271889	-0.029628	-16.3842	0.004
30384000	0.234061	-0.00828779	0.409966	0.0641955	-0.0774897	0.0450377	0.004	-0.0373824	0.0118718	-16.2367	0.004
30388000	0.23795	-0.00908233	0.423861	0.0689288	-0.216686	0.0446082	0.004	-0.0364188	0.0173429	-16.1851	0.004
30392000	0.23795	-0.00908233	0.423861	0.0680035	-0.417528	0.0442406	0.004	-0.0234094	0.00149911	-16.2065	0.004
30396000	0.23795	-0.00908233	0.423861	0.0570432	-0.544295	0.0416953	0.004	-0.0166061	0.0182334	-16.2187	0.004
30400000	0.245371	0.00234348	0.412493	0.0517488	-0.609416	0.0390765	0.004	-0.0218135	0.0561704	-16.1579	0.004
30404000	0.245371	0.00234348	0.412493	0.0372805	-0.652153	0.0452223	0.004	-0.0150938	-0.002002	-16.1144	0.004
30408000	0.240053	0.00142485	0.4146	0.00354787	-0.740407	0.0636202	0.004	0.0162194	0.079708	-16.0024	0.004
30412000	0.240053	0.00142485	0.4146	0.00477088	-0.74633	0.0638431	0.004	-0.0232348	0.0289089	-15.9901	0.004
30416000	0.240053	0.00142485	0.4146	-0.00807293	-0.73739	0.0558625	0.004	-0.0462929	-0.046188	-15.9335	0.004
30420000	0.242897	-0.0053447	0.417473	-0.0274142	-0.687285	0.0615044	0.004	0.00175489	0.00276872	-15.8658	0.004
30424000	0.242897	-0.0053447	0.417473	-0.0400274	-0.526187	0.0633223	0.004	-0.0406228	0.0226592	-15.8515	0.004
30428000	0.248658	-0.00640014	0.407744	-0.047456	-0.41757	0.0630379	0.004	-0.014104	0.0365804	-15.7644	0.004
30432000	0.248658	-0.00640014	0.407744	-0.0640019	-0.356388	0.0622624	0.004	0.0100665	0.0292171	-15.7019	0.004
30436000	0.248658	-0.00640014	0.407744	-0.0757855	-0.201438	0.0735824	0.004	0.064992	0.0316035	-15.7501	0.004
30440000	0.257557	-0.0123828	0.41644	-0.0720116	-0.0683992	0.0709083	0.004	0.0052653	0.0517519	-15.6788	0.004
30444000	0.257557	-0.0123828	0.41644	-0.0664486	0.129334	0.062878	0.004	-0.0382716	0.0718874	-15.5952	0.004
30448000	0.253275	-0.0123511	0.404728	-0.0665271	0.248526	0.0590118	0.004	0.00311956	0.0168457	-15.5827	0.004
30452000	0.253275	-0.0123511	0.404728	-0.0584074	0.345074	0.0617807	0.004	0.0692266	0.0112733	-15.5486	0.004
30456000	0.253275	-0.0123511	0.404728	-0.0484228	0.387124	0.063059	0.004	0.110396	0.062042	-15.5147	0.004
30460000	0.251638	-0.0116746	0.422764	-0.0473537	0.440074	0.0677104	0.004	0.0842607	0.043481	-15.4788	0.004
30464000	0.251638	-0.0116746	0.422764	-0.0415351	0.491319	0.0776956	0.004	0.0334034	-0.01131	-15.392	0.004
30468000	0.241774	-0.00854625	0.412227	-0.0367865	0.489615	0.0830275	0.004	0.00848954	-0.0472734	-15.3412	0.004
30472000	0.241774	-0.00854625	0.412227	-0.0294412	0.494529	0.075538	0.004	0.0274189	-0.0150444	-15.3418	0.004
30476000	0.241774	-0.00854625	0.412227	-0.000107948	0.399436	0.0827041	0.004	0.0217938	-0.000358585	-15.2297	0.004
30480000	0.2454	-0.0155516	0.421766	-0.00251623	0.369911	0.0843145	0.004	0.0688786	-0.00305664	-15.1346	0.004
30484000	0.2454	-0.0155516	0.421766	0.0121517	0.280272	0.0841477	0.004	0.0620975	0.030096	-15.1887	0.004
30488000	0.251815	-0.0139329	0.421091	0.0268206	0.190633	0.0839812	0.004	0.0553038	0.0630088	-15.2429	0.004
30492000	0.251815	-0.0139329	0.421091	0.0198118	0.141325	0.0859045	0.004	0.0184449	0.00768023	-15.1604	0.004
30496000	0.251815	-0.0139329	0.421091	0.0118957	-0.0705124	0.0800843	0.004	0.0229109	0.0154216	-15.0282	0.004
30500000	0.230977	-0.0102161	0.417566	0.0216535	-0.171668	0.0710136	0.004	-0.00296382	0.06594	-15.0049	0.004
30504000	0.230977	-0.0102161	0.417566	0.0268346	-0.225989	0.0665347	0.004	-0.00980292	0.117487	-15.0353	0.004
30508000	0.240811	-0.0160831	0.416606	0.0310264	-0.324946	0.0927568	0.004	0.000469182	-0.00669756	-14.9416	0.004
30512000	0.240811	-0.0160831	0.416606	0.0248407	-0.366957	0.0970779	0.004	0.0589197	0.0397644	-14.9942	0.004
30516000	0.240811	-0.0160831	0.416606	0.0354093	-0.367243	0.094332	0.004	-0.034284	0.0957151	-14.8252	0.004
30520000	0.240473	-0.0038871	0.411824	0.0329833	-0.386187	0.0878945	0.004	0.0144785	0.0656741	-14.8071	0.004
