21556000	0.374125	0.0022075	-0.00499983	-0.00817425
21560000	0.374018	0.00127096	-0.0166594	-0.0214287
21564000	0.374018	0.00127096	-0.0166594	-0.0214287
21568000	0.374021	-0.000569847	-0.0157581	-0.0145196
21572000	0.374021	-0.000569847	-0.0157581	-0.0145196
21576000	0.374016	0.00324448	-0.0197121	-0.0149441
21580000	0.374016	0.00324448	-0.0197121	-0.0149441
21584000	0.374019	0.000691071	-0.00951604	-0.0172868
21588000	0.374019	0.000691071	-0.00951604	-0.0172868
21592000	0.374022	0.00728434	-0.0107412	-0.0286534
21596000	0.374022	0.00728434	-0.0107412	-0.0286534
21600000	0.374005	0.00517931	-0.0113235	-0.0166911
21604000	0.374005	0.00517931	-0.0113235	-0.0166911
21608000	0.373978	0.00118649	-0.00781853	-0.00488785
21612000	0.373978	0.00118649	-0.00781853	-0.00488785
21616000	0.373952	0.00827076	-0.00344857	-0.00886198
21620000	0.373952	0.00827076	-0.00344857	-0.00886198
21624000	0.373942	0.00528394	-0.000443116	0.00565652
21628000	0.373942	0.00528394	-0.000443116	0.00565652
21632000	0.373914	0.00866127	-0.00138801	0.00478212
21636000	0.373914	0.00866127	-0.00138801	0.00478212
21640000	0.373881	0.00452749	0.00527225	0.0267476
21644000	0.373881	0.00452749	0.00527225	0.0267476
21648000	0.373852	-0.000116854	0.00366937	-0.00015999
21652000	0.373852	-0.000116854	0.00366937	-0.00015999
21656000	0.373816	0.00451157	0.0023627	-0.000900486
21660000	0.373816	0.00451157	0.0023627	-0.000900486
21664000	0.37378	-0.000360551	0.00356525	-0.00596252
21668000	0.37378	-0.000360551	0.00356525	-0.00596252
21672000	0.373749	0.000307305	0.000526976	-0.00100436
21676000	0.373749	0.000307305	0.000526976	-0.00100436
21680000	0.373718	-0.00280812	0.0043318	0.00583486
21684000	0.373718	-0.00280812	0.0043318	0.00583486
21688000	0.373691	-0.00514384	0.00356552	-0.00900605
21692000	0.373691	-0.00514384	0.00356552	-0.00900605
21696000	0.373672	-0.00377474	0.00656049	-0.00677491
21700000	0.373672	-0.00377474	0.00656049	-0.00677491
21704000	0.373649	-0.00273062	0.00229968	0.00682298
21708000	0.373649	-0.00273062	0.00229968	0.00682298
21712000	0.373617	-0.00176504	0.0044561	0.00122739
21716000	0.373617	-0.00176504	0.0044561	0.00122739
21720000	0.373581	-0.00551283	0.00397694	0.0029716
21724000	0.373581	-0.00551283	0.00397694	0.0029716
21728000	0.373551	-0.000514134	-0.00224368	0.00376238
21732000	0.373551	-0.000514134	-0.00224368	0.00376238
21736000	0.373525	-0.00117708	0.00258584	-0.00291097
21740000	0.373525	-0.00117708	0.00258584	-0.00291097
21744000	0.373502	-0.00604108	0.00196635	-7.6174e-05
21748000	0.373502	-0.00604108	0.00196635	-7.6174e-05
21752000	0.373477	-0.00304349	-0.00014408	-0.0202542
21756000	0.373477	-0.00304349	-0.00014408	-0.0202542
21760000	0.373453	0.000118477	-0.00357873	0.00589141
21764000	0.373453	0.000118477	-0.00357873	0.00589141
21768000	0.373428	0.00171333	-0.00249422	0.00103763
21772000	0.373428	0.00171333	-0.00249422	0.00103763
21776000	0.373408	-0.000771121	0.00319698	-0.000134971
21780000	0.373408	-0.000771121	0.00319698	-0.000134971
21784000	0.373394	0.00632634	0.00497427	-0.00910493
21788000	0.373394	0.00632634	0.00497427	-0.00910493
21792000	0.373366	-0.00195201	0.00114591	-0.00185491
21796000	0.373366	-0.00195201	0.00114591	-0.00185491
21800000	0.373335	0.00189281	0.00562496	0.00579606
21804000	0.373335	0.00189281	0.00562496	0.00579606
21808000	0.373305	0.000613351	-0.000498477	0.000656473
21812000	0.373305	0.000613351	-0.000498477	0.000656473
21816000	0.373281	-0.00115701	0.00472682	0.0179494
21820000	0.373281	-0.00115701	0.00472682	0.0179494
21824000	0.373257	0.00512441	0.00704348	0.00175686
21828000	0.373257	0.00512441	0.00704348	0.00175686
21832000	0.373222	0.000118429	0.00786981	-0.00402443
21836000	0.373222	0.000118429	0.00786981	-0.00402443
21840000	0.373199	-0.000111207	0.00371536	0.000422128
21844000	0.373199	-0.000111207	0.00371536	0.000422128
21848000	0.373175	-0.00190497	-0.0024956	0.00153113
21852000	0.373175	-0.00190497	-0.0024956	0.00153113
21856000	0.373149	-0.00128817	-0.00138091	0.0176099
21860000	0.373149	-0.00128817	-0.00138091	0.0176099
21864000	0.373115	-0.00519632	-0.00186853	-0.00284356
21868000	0.373115	-0.00519632	-0.00186853	-0.00284356
21872000	0.373078	-0.00609883	-0.000237801	0.0125382
21876000	0.373078	-0.00609883	-0.000237801	0.0125382
21880000	0.373059	-0.0014611	-0.00273444	0.00457737
21884000	0.373059	-0.0014611	-0.00273444	0.00457737
21888000	0.373022	-0.00378381	0.00226085	0.0100641
21892000	0.373022	-0.00378381	0.00226085	0.0100641
21896000	0.372991	0.000408818	0.00402721	-0.00614589
21900000	0.372991	0.000408818	0.00402721	-0.00614589
21904000	0.372967	-0.000432901	0.00488421	-0.0173965
21908000	0.372967	-0.000432901	0.00488421	-0.0173965
21912000	0.37295	0.00105831	0.00135674	0.0036526
21916000	0.37295	0.00105831	0.00135674	0.0036526
21920000	0.372921	0.00137545	-0.00579321	0.00724027
21924000	0.372921	0.00137545	-0.00579321	0.00724027
21928000	0.372885	-0.000603141	-0.00287504	0.00378736
21932000	0.372885	-0.000603141	-0.00287504	0.00378736
21936000	0.372863	0.00377819	-0.00237796	0.00736488
21940000	0.372863	0.00377819	-0.00237796	0.00736488
21944000	0.372837	-4.82043e-05	-0.00068406	0.0057242
21948000	0.372837	-4.82043e-05	-0.00068406	0.0057242
21952000	0.372815	-0.00096382	-0.00426058	-0.0114309
21956000	0.372815	-0.00096382	-0.00426058	-0.0114309
21960000	0.372789	-0.00147665	-0.00027413	0.0182715
21964000	0.372789	-0.00147665	-0.00027413	0.0182715
21968000	0.372756	-0.00321542	0.00212266	-0.0110125
21972000	0.372756	-0.00321542	0.00212266	-0.0110125
21976000	0.372733	-0.00552377	0.00309242	-0.0063442
21980000	0.372733	-0.00552377	0.00309242	-0.0063442
21984000	0.372708	-0.00187825	0.00680268	-0.00627676
21988000	0.372708	-0.00187825	0.00680268	-0.00627676
21992000	0.37268	-0.00134122	0.00556699	0.00282944
21996000	0.37268	-0.00134122	0.00556699	0.00282944
22000000	0.372645	-0.00215666	-0.000413282	-0.00288831
22004000	0.372645	-0.00215666	-0.000413282	-0.00288831
22008000	0.372619	0.00343335	0.00217279	-0.0119166
22012000	0.372619	0.00343335	0.00217279	-0.0119166
22016000	0.372597	0.00582873	0.000712377	-0.00219161
22020000	0.372597	0.00582873	0.000712377	-0.00219161
22024000	0.372573	0.00261613	-0.00294633	0.00889318
22028000	0.372573	0.00261613	-0.00294633	0.00889318
22032000	0.372552	0.000698136	0.000784669	-0.00551049
22036000	0.372552	0.000698136	0.000784669	-0.00551049
22040000	0.372529	-0.00141847	-0.000198152	0.0128973
22044000	0.372529	-0.00141847	-0.000198152	0.0128973
22048000	0.372502	0.00209376	0.000230946	0.00991888
22052000	0.372502	0.00209376	0.000230946	0.00991888
22056000	0.372479	-0.00173511	-0.00180263	0.0082211
22060000	0.372479	-0.00173511	-0.00180263	0.0082211
22064000	0.372457	-0.00453203	0.00114088	0.00178864
22068000	0.372457	-0.00453203	0.00114088	0.00178864
22072000	0.37244	-0.0081879	0.000936358	0.0109599
22076000	0.37244	-0.0081879	0.000936358	0.0109599
22080000	0.372412	-0.000272112	0.000295916	-0.00456181
22084000	0.372412	-0.000272112	0.000295916	-0.00456181
22088000	0.372386	-0.00280136	0.00242186	-0.0124525
22092000	0.372386	-0.00280136	0.00242186	-0.0124525
22096000	0.372364	0.00396536	0.00509232	-0.00691283
22100000	0.372364	0.00396536	0.00509232	-0.00691283
22104000	0.37235	-0.000848988	0.00352799	-0.00477193
22108000	0.37235	-0.000848988	0.00352799	-0.00477193
22112000	0.372337	0.00116802	0.00184176	-0.00270593
22116000	0.372337	0.00116802	0.00184176	-0.00270593
22120000	0.372311	0.000280685	-0.000436242	-0.00984995
22124000	0.372311	0.000280685	-0.000436242	-0.00984995
22128000	0.372285	0.00251676	0.000225683	0.00333252
22132000	0.372285	0.00251676	0.000225683	0.00333252
22136000	0.372255	0.00139613	-0.0027831	0.0120833
22140000	0.372255	0.00139613	-0.0027831	0.0120833
22144000	0.372232	0.000746951	-0.00215849	0.01406
22148000	0.372232	0.000746951	-0.00215849	0.01406
22152000	0.372209	0.00291758	-0.00294059	0.00272456
22156000	0.372209	0.00291758	-0.00294059	0.00272456
22160000	0.372195	-0.000491045	0.0013709	-0.00304169
22164000	0.372195	-0.000491045	0.0013709	-0.00304169
22168000	0.372162	-0.0050773	-0.000220968	-0.0185035
22172000	0.372162	-0.0050773	-0.000220968	-0.0185035
22176000	0.372136	-0.0018132	0.0011934	0.00466772
22180000	0.372136	-0.0018132	0.0011934	0.00466772
22184000	0.37211	-0.00125131	0.00145095	-0.000899442
22188000	0.37211	-0.00125131	0.00145095	-0.000899442
22192000	0.372086	-0.000868098	0.00361456	0.00579004
22196000	0.372086	-0.000868098	0.00361456	0.00579004
22200000	0.37206	-0.00285337	-0.00254442	-0.000394698
22204000	0.37206	-0.00285337	-0.00254442	-0.000394698
22208000	0.372033	-0.000754229	0.00342807	0.013551
22212000	0.372033	-0.000754229	0.00342807	0.013551
22216000	0.372007	-0.000965428	-0.0020185	-0.0114506
22220000	0.372007	-0.000965428	-0.0020185	-0.0114506
