21556000	0	0	0	0	0	0	0	0	0	0	0	0
21560000	0	0	0	0	-0.000666616	0	0.00385178	0	-0.00872401	0	-0.000162165	0
21564000	-0.00187137	-0.000592459	-0.000953809	-0.000343553	-0.00137561	-5.03155e-06	0.00600219	1.44972e-05	-0.0377924	-3.48935e-05	-0.000251988	5.45882e-05
21568000	-0.00364267	-0.00116098	-0.0018625	-0.000674996	-0.00208056	-1.24136e-05	0.00815903	3.7565e-05	-0.0668732	-0.000185217	-0.000366491	0.00010345
21572000	-0.0053164	-0.00170591	-0.0027268	-0.000994396	-0.00278078	-2.19932e-05	0.00710646	6.87212e-05	-0.094361	-0.000447875	-0.00036695	0.000146835
21576000	-0.00689753	-0.00222841	-0.0035487	-0.00130229	-0.00347594	-3.36344e-05	0.00605574	9.46803e-05	-0.121838	-0.000813648	-0.000388987	0.000185606
21580000	-0.00838985	-0.00272931	-0.00432989	-0.00159908	-0.00416523	-4.72103e-05	0.0116627	0.000115663	-0.156199	-0.00127981	-0.000439736	0.000219999
21584000	-0.009797	-0.0032094	-0.00507198	-0.00188515	-0.00484897	-6.25979e-05	0.0172723	0.000158502	-0.19054	-0.00187129	-0.000509546	0.000250211
21588000	-0.0111228	-0.00366949	-0.00577616	-0.0021608	-0.00552711	-7.96693e-05	0.0184253	0.000222065	-0.207065	-0.00258474	-0.000643602	0.000276479
21592000	-0.0123708	-0.00411035	-0.00644357	-0.00242632	-0.0061991	-9.83037e-05	0.0195735	0.000287445	-0.223561	-0.00334574	-0.000794198	0.000298848
21596000	-0.0135448	-0.00453289	-0.0070759	-0.00268216	-0.00686535	-0.000118403	0.0322266	0.000354524	-0.242171	-0.00415332	-0.00118589	0.000317541
21600000	-0.0146459	-0.00493741	-0.00767386	-0.00292838	-0.00752477	-0.000139851	0.0448675	0.000469048	-0.26074	-0.00501465	-0.00159235	0.00033164
21604000	-0.0156792	-0.00532485	-0.00823841	-0.00316531	-0.0081755	-0.000162531	0.0538216	0.000628662	-0.280288	-0.00592786	-0.00177446	0.000341637
21608000	-0.0166072	-0.00569722	-0.00956919	-0.00370577	-0.00869434	-0.000166682	0.0631387	0.000877909	-0.299804	-0.0068989	-0.00184882	0.000370684
21612000	-0.0174756	-0.00605364	-0.0108336	-0.00422729	-0.00921186	-0.00017327	0.0654383	0.00114964	-0.313163	-0.00792276	-0.00170801	0.000395487
21616000	-0.0182788	-0.00639467	-0.0120335	-0.00473023	-0.00973052	-0.000182172	0.0676822	0.00141393	-0.326487	-0.00897868	-0.00159107	0.000415117
21620000	-0.0190282	-0.00672112	-0.013172	-0.00521557	-0.0102469	-0.000193191	0.0822416	0.00167188	-0.332145	-0.010061	-0.00156925	0.000431961
21624000	-0.0197137	-0.00703307	-0.0142497	-0.00568317	-0.0107635	-0.000206265	0.0967414	0.00197214	-0.337766	-0.0111442	-0.00157311	0.000442341
21628000	-0.0203504	-0.00733143	-0.0152691	-0.00613393	-0.0112781	-0.000221141	0.105972	0.00231324	-0.338098	-0.0122217	-0.00130256	0.00045012
21632000	-0.0209263	-0.00761656	-0.0162311	-0.00656799	-0.0117921	-0.000237788	0.115138	0.00267158	-0.338398	-0.0132812	-0.00105709	0.000452388
21636000	-0.0214583	-0.00788919	-0.0171382	-0.00698606	-0.0123012	-0.000255951	0.130131	0.00304661	-0.340302	-0.0143144	-0.000840062	0.000453675
21640000	-0.0219677	-0.00814823	-0.017192	-0.00707562	-0.0129335	-0.000295294	0.144671	0.00339862	-0.34218	-0.0153382	-0.00076943	0.000426458
21644000	-0.0224362	-0.00839597	-0.0172284	-0.00716007	-0.0135504	-0.000334454	0.151948	0.00379171	-0.332392	-0.0163428	-0.000263483	0.000400166
21648000	-0.0228484	-0.00863272	-0.0172459	-0.00723928	-0.0141565	-0.000373538	0.159176	0.0041957	-0.322575	-0.0172933	0.000228124	0.000371679
21652000	-0.0232237	-0.00885893	-0.0172468	-0.00731355	-0.0147475	-0.000412321	0.158239	0.00460867	-0.31552	-0.0181793	0.000186232	0.000346009
21656000	-0.0235459	-0.00907482	-0.0172292	-0.00738293	-0.0153278	-0.000450939	0.157251	0.00499985	-0.308445	-0.0190248	0.000131085	0.000316318
21660000	-0.0238349	-0.00928101	-0.0171965	-0.00744777	-0.0158926	-0.000489217	0.164282	0.00536794	-0.303614	-0.0198201	6.2463e-05	0.000287382
21664000	-0.0240736	-0.00947753	-0.0171465	-0.00750829	-0.0164472	-0.000527288	0.171273	0.00575022	-0.298767	-0.0205862	-1.71206e-05	0.000255057
21668000	-0.0242823	-0.00966505	-0.0170827	-0.0075646	-0.0169866	-0.000564963	0.169708	0.00614174	-0.29179	-0.021313	-0.000195066	0.000223592
21672000	-0.0263528	-0.0104351	-0.0171566	-0.00764786	-0.0176948	-0.000624409	0.167652	0.00645095	-0.284796	-0.0220037	-0.000167166	0.000221834
21676000	-0.0282925	-0.0111724	-0.0172071	-0.00772498	-0.0183756	-0.000681837	0.166741	0.00673985	-0.283077	-0.0226481	-5.4577e-05	0.000218147
21680000	-0.028184	-0.0112871	-0.0170768	-0.00776569	-0.018856	-0.000715454	0.166284	0.00708343	-0.281347	-0.0232786	-0.000176844	0.000177748
21684000	-0.0280594	-0.0113957	-0.0169364	-0.00780304	-0.0193236	-0.000748747	0.160339	0.00740807	-0.272952	-0.0238858	-0.00015855	0.000138689
21688000	-0.027903	-0.0114981	-0.0167825	-0.00783742	-0.0197832	-0.000781856	0.154367	0.0076999	-0.264546	-0.024453	-0.000145177	9.83003e-05
21692000	-0.0277321	-0.0115949	-0.0166201	-0.00786879	-0.020231	-0.00081462	0.144277	0.00795333	-0.257454	-0.0249718	-0.000421236	5.98096e-05
21696000	-0.0275313	-0.0116858	-0.0164459	-0.00789758	-0.0206713	-0.000847199	0.134171	0.0081609	-0.250354	-0.0254576	-0.000703041	1.85265e-05
21700000	-0.0273171	-0.0117715	-0.0162651	-0.00792378	-0.0211012	-0.000879448	0.126419	0.00831782	-0.238001	-0.0259026	-0.000935625	-2.20278e-05
21704000	-0.0270746	-0.0118516	-0.0160747	-0.00794784	-0.0215238	-0.000911505	0.11867	0.00844293	-0.22565	-0.026295	-0.00117355	-6.50677e-05
21708000	-0.0268198	-0.0119266	-0.0158796	-0.00796971	-0.0219361	-0.000943222	0.112724	0.00853085	-0.220717	-0.0266278	-0.00113647	-0.000107114
21712000	-0.0265562	-0.0119987	-0.0156698	-0.00798843	-0.0225364	-0.00103132	0.106793	0.00859813	-0.215784	-0.0269403	-0.00111908	-0.000152698
21716000	-0.0262802	-0.0120659	-0.0154573	-0.00800537	-0.0231145	-0.00111665	0.102537	0.00863834	-0.207074	-0.0272249	-0.00120625	-0.000196018
